Ward_code,Borough_code,Borough_name,Ward_name,candidate,party,party_long,number_votes,elected_flag,Number of councillors in ward
E05009368,E09000012,Hackney,Cazenove,"Lopez, Jenny Ms.",GRE,Green Party,580,,3
E05009368,E09000012,Hackney,Cazenove,"Webb, Teresa Ms.",GRE,Green Party,538,,3
E05009368,E09000012,Hackney,Cazenove,"Kwasnik, Marzena I.",CON,Conservative Party,209,,3
E05009368,E09000012,Hackney,Cazenove,"Sills, Pamela Y. Ms.",CON,Conservative Party,189,,3
E05009368,E09000012,Hackney,Cazenove,"Halasz, Erika",CON,Conservative Party,150,,3
E05009369,E09000012,Hackney,Clissold,"Cameron, Sophie Ms.",LAB,Labour Party,2519,Yes,3
E05009369,E09000012,Hackney,Clissold,"Hercock, Ned",LAB,Labour Party,2103,Yes,3
E05009369,E09000012,Hackney,Clissold,"Etti, Sade Ms.",LAB,Labour Party,2010,Yes,3
E05009369,E09000012,Hackney,Clissold,"George, Charlotte C. L. Ms.",GRE,Green Party,1287,,3
E05009369,E09000012,Hackney,Clissold,"Carpenter, Griffin",GRE,Green Party,1125,,3
E05009369,E09000012,Hackney,Clissold,"Styles, Kirsty Ms.",GRE,Green Party,1040,,3
E05009369,E09000012,Hackney,Clissold,"Anderson, Sylvia Ms.",LD,Liberal Democrats,410,,3
E05009369,E09000012,Hackney,Clissold,"de Deney, Simon",LD,Liberal Democrats,345,,3
E05009369,E09000012,Hackney,Clissold,"Cook, Alison Ms.",CON,Conservative Party,305,,3
E05009369,E09000012,Hackney,Clissold,"Aussenberg, Glenda Ms.",CON,Conservative Party,263,,3
E05009369,E09000012,Hackney,Clissold,"Harms, Tony",LD,Liberal Democrats,207,,3
E05009369,E09000012,Hackney,Clissold,"Steinberger, Ita",CON,Conservative Party,207,,3
E05009370,E09000012,Hackney,Dalston,"Adejare, Soraya",LAB,Labour Party,1173,Yes,2
E05009370,E09000012,Hackney,Dalston,"Snell, Peter",LAB,Labour Party,1067,Yes,2
E05009370,E09000012,Hackney,Dalston,"Cort, Dominic O.",GRE,Green Party,664,,2
E05009370,E09000012,Hackney,Dalston,"Key, Daniel",GRE,Green Party,489,,2
E05009370,E09000012,Hackney,Dalston,"Driver, James C.",LD,Liberal Democrats,170,,2
E05009370,E09000012,Hackney,Dalston,"Pearce, Pauline Ms.",LD,Liberal Democrats,146,,2
E05009370,E09000012,Hackney,Dalston,"Aussenberg, Rochelle Ms.",CON,Conservative Party,139,,2
E05009370,E09000012,Hackney,Dalston,"Krajewski, Andrzej",CON,Conservative Party,101,,2
E05009370,E09000012,Hackney,Dalston,"Basevi, Luke",UKIP,UK Independence Party (UKIP),90,,2
E05009371,E09000012,Hackney,De Beauvoir,"Bunt, Laura Ms.",LAB,Labour Party,1336,Yes,2
E05009371,E09000012,Hackney,De Beauvoir,"Peters, James",LAB,Labour Party,1245,Yes,2
E05009371,E09000012,Hackney,De Beauvoir,"Ryan, Catherine Ms.",GRE,Green Party,476,,2
E05009371,E09000012,Hackney,De Beauvoir,"Brown, Cameron L.",CON,Conservative Party,433,,2
E05009371,E09000012,Hackney,De Beauvoir,"Lee, Nicholas",GRE,Green Party,418,,2
E05009371,E09000012,Hackney,De Beauvoir,"Zolnierzak, Weronika Ms.",CON,Conservative Party,342,,2
E05009371,E09000012,Hackney,De Beauvoir,"Freeman, Rebecca Ms.",LD,Liberal Democrats,189,,2
E05009371,E09000012,Hackney,De Beauvoir,"Diminieux, Cynthia Ms.",LD,Liberal Democrats,150,,2
E05009371,E09000012,Hackney,De Beauvoir,"Newby, Chris",TUSC,Trade Unionist and Socialist Coalition,58,,2
E05009372,E09000012,Hackney,Hackney Central,"Linden, Sophie Ms.",LAB,Labour Party,2094,Yes,3
E05009372,E09000012,Hackney,Hackney Central,"Hayhurst, Ben*",LAB,Labour Party,2082,Yes,3
E05009372,E09000012,Hackney,Hackney Central,"Stops, Vincent*",LAB,Labour Party,1916,Yes,3
E05009372,E09000012,Hackney,Hackney Central,"Venables, Christopher J.",GRE,Green Party,751,,3
E05009372,E09000012,Hackney,Hackney Central,"Graham, George W.",GRE,Green Party,738,,3
E05009372,E09000012,Hackney,Hackney Central,"Rossiter, Alec",GRE,Green Party,717,,3
E05009372,E09000012,Hackney,Hackney Central,"Thompson-Wood, Reuben",LD,Liberal Democrats,240,,3
E05009372,E09000012,Hackney,Hackney Central,"Lyons, James",LD,Liberal Democrats,202,,3
E05009372,E09000012,Hackney,Hackney Central,"Whitelaw, Heather E. Ms.",CON,Conservative Party,190,,3
E05009372,E09000012,Hackney,Hackney Central,"Unek, Fadile",CON,Conservative Party,184,,3
E05009372,E09000012,Hackney,Hackney Central,"Wancowicz, Elzbieta J. Ms.",CON,Conservative Party,167,,3
E05009373,E09000012,Hackney,Hackney Downs,"Desmond, Michael*",LAB,Labour Party,2115,Yes,3
E05009373,E09000012,Hackney,Hackney Downs,"Rickard, Anna-Joy Ms.",LAB,Labour Party,2100,Yes,3
E05009373,E09000012,Hackney,Hackney Downs,"Muir, Rick*",LAB,Labour Party,2020,Yes,3
E05009373,E09000012,Hackney,Hackney Downs,"Brown, Alexander",GRE,Green Party,843,,3
E05009373,E09000012,Hackney,Hackney Downs,"Coggins, Stuart",GRE,Green Party,834,,3
E05009373,E09000012,Hackney,Hackney Downs,"Guise, Andrew",GRE,Green Party,719,,3
E05009373,E09000012,Hackney,Hackney Downs,"Lashmore, Teena Ms.",LD,Liberal Democrats,342,,3
E05009373,E09000012,Hackney,Hackney Downs,"Sadiq, Mohammed",LD,Liberal Democrats,293,,3
E05009373,E09000012,Hackney,Hackney Downs,"Garry, Malcolm",LD,Liberal Democrats,249,,3
E05009373,E09000012,Hackney,Hackney Downs,"Gray, Duncan",CON,Conservative Party,214,,3
E05009373,E09000012,Hackney,Hackney Downs,"Gray, Amy Ms.",CON,Conservative Party,214,,3
E05009373,E09000012,Hackney,Hackney Downs,"Leosz, Izabel Ms.",CON,Conservative Party,149,,3
E05009374,E09000012,Hackney,Hackney Wick,"Kennedy, Chris",LAB,Labour Party,1830,Yes,3
E05009374,E09000012,Hackney,Hackney Wick,"Webb, Jess Ms.",LAB,Labour Party,1810,Yes,3
E05009374,E09000012,Hackney,Hackney Wick,"Sharman, Nick",LAB,Labour Party,1700,Yes,3
E05009374,E09000012,Hackney,Hackney Wick,"Hughes, Nicholas",GRE,Green Party,634,,3
E05009374,E09000012,Hackney,Hackney Wick,"Salisbury, Laura H. Ms.",GRE,Green Party,524,,3
E05009374,E09000012,Hackney,Hackney Wick,"Salem, Caroline Ms.",GRE,Green Party,446,,3
E05009374,E09000012,Hackney,Hackney Wick,"Idris, Ahmed",LD,Liberal Democrats,236,,3
E05009374,E09000012,Hackney,Hackney Wick,"Kane, James N.",CON,Conservative Party,209,,3
E05009374,E09000012,Hackney,Hackney Wick,"Colson, Jack A.",CON,Conservative Party,203,,3
E05009374,E09000012,Hackney,Hackney Wick,"Lewry, Stanley D.",CON,Conservative Party,194,,3
E05009374,E09000012,Hackney,Hackney Wick,"Mathis, Ben",LD,Liberal Democrats,165,,3
E05009374,E09000012,Hackney,Hackney Wick,"Ibars, Maria S. Ms.",LD,Liberal Democrats,124,,3
E05009375,E09000012,Hackney,Haggerston,"Buitekant, Barry*",LAB,Labour Party,1822,Yes,3
E05009375,E09000012,Hackney,Haggerston,"Mcshane, Jonathan*",LAB,Labour Party,1816,Yes,3
E05009375,E09000012,Hackney,Haggerston,"Munn, Ann Ms.*",LAB,Labour Party,1809,Yes,3
E05009375,E09000012,Hackney,Haggerston,"Finlay, Heather Ms.",GRE,Green Party,602,,3
E05009375,E09000012,Hackney,Haggerston,"Fernandez, Andrew",GRE,Green Party,566,,3
E05009375,E09000012,Hackney,Haggerston,"Corby, Gideon Ms.",GRE,Green Party,557,,3
E05009375,E09000012,Hackney,Haggerston,"Bullock, Doreen Ms.",CON,Conservative Party,362,,3
E05009375,E09000012,Hackney,Haggerston,"King, Clarence G.",CON,Conservative Party,254,,3
E05009375,E09000012,Hackney,Haggerston,"Wright, Timothy J.",CON,Conservative Party,244,,3
E05009375,E09000012,Hackney,Haggerston,"Cinpolat, Oktay",TUSC,Trade Unionist and Socialist Coalition,243,,3
E05009375,E09000012,Hackney,Haggerston,"Jordan, Joe",LD,Liberal Democrats,181,,3
E05009375,E09000012,Hackney,Haggerston,"Payne, Geoffrey G. J.",LD,Liberal Democrats,131,,3
E05009375,E09000012,Hackney,Haggerston,"Rapaport, Meyer",LD,Liberal Democrats,94,,3
E05009376,E09000012,Hackney,Homerton,"Champan, Robert A.",LAB,Labour Party,2120,Yes,3
E05009376,E09000012,Hackney,Homerton,"Nicholson, Guy",LAB,Labour Party,2029,Yes,3
E05009376,E09000012,Hackney,Homerton,"Mulready, Sally Ms.",LAB,Labour Party,1993,Yes,3
E05009376,E09000012,Hackney,Homerton,"Clark, Kevin",GRE,Green Party,548,,3
E05009376,E09000012,Hackney,Homerton,"Devaney, John",GRE,Green Party,527,,3
E05009376,E09000012,Hackney,Homerton,"Calvo, Virginia L. Ms.",GRE,Green Party,507,,3
E05009376,E09000012,Hackney,Homerton,"Selby, Stephen A.",CON,Conservative Party,231,,3
E05009376,E09000012,Hackney,Homerton,"Harflett, Melissa Ms.",LD,Liberal Democrats,216,,3
E05009376,E09000012,Hackney,Homerton,"Igunnubole, Oluwagbemiro",CON,Conservative Party,201,,3
E05009376,E09000012,Hackney,Homerton,"Miah, Shuruj",IND,Independent,194,,3
E05009376,E09000012,Hackney,Homerton,"Nowobilski, Alina Z.",CON,Conservative Party,187,,3
E05009376,E09000012,Hackney,Homerton,"Harris, Charlie",LD,Liberal Democrats,183,,3
E05009376,E09000012,Hackney,Homerton,"Horowitz, Susan J. Ms.",LD,Liberal Democrats,126,,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Adams, Kam",LAB,Labour Party,1588,Yes,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Demirci, Feryal",LAB,Labour Party,1421,Yes,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Ebbutt, Tom",LAB,Labour Party,1385,Yes,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Bailey, Thomas",GRE,Green Party,444,,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Chance, Rachel",GRE,Green Party,392,,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Cowdrill, Jonathan",GRE,Green Party,358,,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Sills, Christopher D.",CON,Conservative Party,356,,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Spiller, Thomas H.",CON,Conservative Party,355,,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Tinley, Jack",CON,Conservative Party,323,,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Clinch, John",LD,Liberal Democrats,185,,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Friend, Peter",LD,Liberal Democrats,185,,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Bavage, Kat Ms.",LD,Liberal Democrats,172,,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Beishon, Judith Ms.",TUSC,Trade Unionist and Socialist Coalition,126,,3
E05009377,E09000012,Hackney,Hoxton East & Shoreditch,"Mattsson, Paul",TUSC,Trade Unionist and Socialist Coalition,77,,3
E05009378,E09000012,Hackney,Hoxton West,"Glanville, Philip",LAB,Labour Party,1693,Yes,3
E05009378,E09000012,Hackney,Hoxton West,"Mckenzie, Clay",LAB,Labour Party,1687,Yes,3
E05009378,E09000012,Hackney,Hoxton West,"Williams, Carole Ms.",LAB,Labour Party,1634,Yes,3
E05009378,E09000012,Hackney,Hoxton West,"Barnett, Kate Ms.",GRE,Green Party,602,,3
E05009378,E09000012,Hackney,Hoxton West,"Butcher, Matthew",GRE,Green Party,487,,3
E05009378,E09000012,Hackney,Hoxton West,"Moros-Noujaim, Jeannine",GRE,Green Party,448,,3
E05009378,E09000012,Hackney,Hoxton West,"Bosman, Reinier J. C.",CON,Conservative Party,362,,3
E05009378,E09000012,Hackney,Hoxton West,"Howard, John W.",CON,Conservative Party,339,,3
E05009378,E09000012,Hackney,Hoxton West,"Sullivan, Sean",CON,Conservative Party,326,,3
E05009378,E09000012,Hackney,Hoxton West,"Horowitz, Joseph",LD,Liberal Democrats,190,,3
E05009378,E09000012,Hackney,Hoxton West,"See, Ben",LD,Liberal Democrats,182,,3
E05009378,E09000012,Hackney,Hoxton West,"Silva, Antonio",LD,Liberal Democrats,161,,3
E05009378,E09000012,Hackney,Hoxton West,"Hughes, Jon",TUSC,Trade Unionist and Socialist Coalition,136,,3
E05009379,E09000012,Hackney,King's Park,"Patrick, Sharon Ms.",LAB,Labour Party,2290,Yes,3
E05009379,E09000012,Hackney,King's Park,"Rahilly, Tom",LAB,Labour Party,2068,Yes,3
E05009379,E09000012,Hackney,King's Park,"Rennison, Rebecca Ms.",LAB,Labour Party,2013,Yes,3
E05009379,E09000012,Hackney,King's Park,"Grove-White, Ruth Ms.",GRE,Green Party,701,,3
E05009379,E09000012,Hackney,King's Park,"Jones, Peter",GRE,Green Party,684,,3
E05009379,E09000012,Hackney,King's Park,"Heaton, Christopher",GRE,Green Party,604,,3
E05009379,E09000012,Hackney,King's Park,"Daid, James M.",CON,Conservative Party,226,,3
E05009379,E09000012,Hackney,King's Park,"Turgut, Andrew C.",CON,Conservative Party,203,,3
E05009379,E09000012,Hackney,King's Park,"Sheikh, Sheena Ms.",CON,Conservative Party,202,,3
E05009379,E09000012,Hackney,King's Park,"Pemberton, Jeff",LD,Liberal Democrats,182,,3
E05009379,E09000012,Hackney,King's Park,"Williams, Vernon",IND,Independent,134,,3
E05009379,E09000012,Hackney,King's Park,"Raval, Dave",LD,Liberal Democrats,117,,3
E05009380,E09000012,Hackney,Lea Bridge,"Gordon, Margaret Ms.",LAB,Labour Party,2331,Yes,3
E05009380,E09000012,Hackney,Lea Bridge,"Rathbone, Ian",LAB,Labour Party,2147,Yes,3
E05009380,E09000012,Hackney,Lea Bridge,"Oguzkanli, Deniz",LAB,Labour Party,2073,Yes,3
E05009380,E09000012,Hackney,Lea Bridge,"Jenkins, Ruth Ms.",GRE,Green Party,1055,,3
E05009380,E09000012,Hackney,Lea Bridge,"Earl, Douglas",GRE,Green Party,985,,3
E05009380,E09000012,Hackney,Lea Bridge,"Mercer, David",GRE,Green Party,859,,3
E05009380,E09000012,Hackney,Lea Bridge,"Kelly, Linda Ms.",CON,Conservative Party,391,,3
E05009380,E09000012,Hackney,Lea Bridge,"Mangera, Elyas",CON,Conservative Party,310,,3
E05009380,E09000012,Hackney,Lea Bridge,"Turbak, Piotr",CON,Conservative Party,197,,3
E05009380,E09000012,Hackney,Lea Bridge,"Shenker, Jeffrey",LD,Liberal Democrats,175,,3
E05009380,E09000012,Hackney,Lea Bridge,"Hastings, Robert G.",LD,Liberal Democrats,169,,3
E05009380,E09000012,Hackney,Lea Bridge,"Valent, Annoesjka",TUSC,Trade Unionist and Socialist Coalition,161,,3
E05009380,E09000012,Hackney,Lea Bridge,"Jacobson, Gita Ms.",LD,Liberal Democrats,157,,3
E05009381,E09000012,Hackney,London Fields,"Bramble, Anntoinette",LAB,Labour Party,2153,Yes,3
E05009381,E09000012,Hackney,London Fields,"Ozsen, M C.",LAB,Labour Party,1915,Yes,3
E05009381,E09000012,Hackney,London Fields,"Plouviez, Emma Ms.",LAB,Labour Party,1891,Yes,3
E05009381,E09000012,Hackney,London Fields,"Beyad, Fatemeh",GRE,Green Party,857,,3
E05009381,E09000012,Hackney,London Fields,"Olive, Alexandra M. Ms.",GRE,Green Party,761,,3
E05009381,E09000012,Hackney,London Fields,"Theophanous, Daniel",GRE,Green Party,625,,3
E05009381,E09000012,Hackney,London Fields,"Driver, Sandra Ms.",LD,Liberal Democrats,331,,3
E05009381,E09000012,Hackney,London Fields,"Dodkin, David",CON,Conservative Party,321,,3
E05009381,E09000012,Hackney,London Fields,"Ellis, Alexander",CON,Conservative Party,313,,3
E05009381,E09000012,Hackney,London Fields,"Doudeskos, Michael",CON,Conservative Party,297,,3
E05009381,E09000012,Hackney,London Fields,"Firat, Fero",TUSC,Trade Unionist and Socialist Coalition,188,,3
E05009381,E09000012,Hackney,London Fields,"Osborn, Tom",LD,Liberal Democrats,180,,3
E05009381,E09000012,Hackney,London Fields,"Jacobson, Charles J.",LD,Liberal Democrats,138,,3
E05009381,E09000012,Hackney,London Fields,"Swingler, Diana L. Ms.",TUSC,Trade Unionist and Socialist Coalition,120,,3
E05009382,E09000012,Hackney,Shacklewell,"Gregory, Michelle Ms.",LAB,Labour Party,1468,Yes,2
E05009382,E09000012,Hackney,Shacklewell,"Lufkin, Richard",LAB,Labour Party,1344,Yes,2
E05009382,E09000012,Hackney,Shacklewell,"Sharples, Joel",GRE,Green Party,594,,2
E05009382,E09000012,Hackney,Shacklewell,"Grant-Peterkin, Hugh D.",GRE,Green Party,550,,2
E05009382,E09000012,Hackney,Shacklewell,"Aussenberg, Mark J.",CON,Conservative Party,132,,2
E05009382,E09000012,Hackney,Shacklewell,"Molloy, Simon",LD,Liberal Democrats,125,,2
E05009382,E09000012,Hackney,Shacklewell,"Chamberlain, Jamie",LD,Liberal Democrats,110,,2
E05009382,E09000012,Hackney,Shacklewell,"Rolkiewicz, Agnieszka Ms.",CON,Conservative Party,107,,2
E05009383,E09000012,Hackney,Springfield,"Steinberger, Simche*",CON,Conservative Party,2145,Yes,3
E05009383,E09000012,Hackney,Springfield,"Levy, Michael*",CON,Conservative Party,2144,Yes,3
E05009383,E09000012,Hackney,Springfield,"Odze, Harvey",CON,Conservative Party,2025,Yes,3
E05009383,E09000012,Hackney,Springfield,"Alden-Falconer, Ben",LAB,Labour Party,1708,,3
E05009383,E09000012,Hackney,Springfield,"Larkin, David",LAB,Labour Party,1678,,3
E05009383,E09000012,Hackney,Springfield,"Jones, Michael",LAB,Labour Party,1605,,3
E05009383,E09000012,Hackney,Springfield,"Bacon, Christine Ms.",GRE,Green Party,384,,3
E05009383,E09000012,Hackney,Springfield,"Birksted-Breen, Noah J.",GRE,Green Party,317,,3
E05009383,E09000012,Hackney,Springfield,"Stern, Daniel",GRE,Green Party,313,,3
E05009383,E09000012,Hackney,Springfield,"O'Brien, Mary Ms.",LD,Liberal Democrats,148,,3
E05009383,E09000012,Hackney,Springfield,"Donovan, Dennis",LD,Liberal Democrats,127,,3
E05009383,E09000012,Hackney,Springfield,"Round, Stuart C.",LD,Liberal Democrats,93,,3
E05009384,E09000012,Hackney,Stamford Hill West,"Sales, Rosemary Ms.",LAB,Labour Party,1105,Yes,2
E05009384,E09000012,Hackney,Stamford Hill West,"Papier, Benzion",CON,Conservative Party,953,Yes,2
E05009384,E09000012,Hackney,Stamford Hill West,"Aussenberg, Bernard",CON,Conservative Party,941,,2
E05009384,E09000012,Hackney,Stamford Hill West,"Walker, Joe",LAB,Labour Party,886,,2
E05009384,E09000012,Hackney,Stamford Hill West,"Knight, Cedric",GRE,Green Party,249,,2
E05009384,E09000012,Hackney,Stamford Hill West,"Bayne, Craig",GRE,Green Party,237,,2
E05009384,E09000012,Hackney,Stamford Hill West,"O'Brien, Noel C.",LD,Liberal Democrats,89,,2
E05009384,E09000012,Hackney,Stamford Hill West,"Smulian, Mark N.",LD,Liberal Democrats,44,,2
E05009385,E09000012,Hackney,Stoke Newington,"Thomson, Louisa Ms.",LAB,Labour Party,2576,Yes,3
E05009385,E09000012,Hackney,Stoke Newington,"Fajana-Thomas, Susan Ms.",LAB,Labour Party,2330,Yes,3
E05009385,E09000012,Hackney,Stoke Newington,"Coban, Mete",LAB,Labour Party,2297,Yes,3
E05009385,E09000012,Hackney,Stoke Newington,"Bates, Danny",GRE,Green Party,1270,,3
E05009385,E09000012,Hackney,Stoke Newington,"Williams, Krysia Ms.",GRE,Green Party,1143,,3
E05009385,E09000012,Hackney,Stoke Newington,"Goodman, Alexander",GRE,Green Party,1027,,3
E05009385,E09000012,Hackney,Stoke Newington,"Lewington, Irene M. Ms.",CON,Conservative Party,319,,3
E05009385,E09000012,Hackney,Stoke Newington,"Morgan, Jan Ms.",LD,Liberal Democrats,278,,3
E05009385,E09000012,Hackney,Stoke Newington,"Odze, Lillian Ms.",CON,Conservative Party,224,,3
E05009385,E09000012,Hackney,Stoke Newington,"Wypych, Agnieszka Ms.",CON,Conservative Party,212,,3
E05009385,E09000012,Hackney,Stoke Newington,"Lunat, Imtyaz",LD,Liberal Democrats,206,,3
E05009385,E09000012,Hackney,Stoke Newington,"Morgan-Ash, Richard",LD,Liberal Democrats,190,,3
E05009385,E09000012,Hackney,Stoke Newington,"Cotter, Michael",TUSC,Trade Unionist and Socialist Coalition,173,,3
E05009386,E09000012,Hackney,Victoria,"Brett, Will",LAB,Labour Party,2096,Yes,3
E05009386,E09000012,Hackney,Victoria,"Hanson, Katie Ms.*",LAB,Labour Party,2059,Yes,3
E05009386,E09000012,Hackney,Victoria,"Taylor, Geoff*",LAB,Labour Party,1921,Yes,3
E05009386,E09000012,Hackney,Victoria,"Roberts, Helen F. Ms.",GRE,Green Party,640,,3
E05009386,E09000012,Hackney,Victoria,"Hall, Zoe Ms.",GRE,Green Party,586,,3
E05009386,E09000012,Hackney,Victoria,"Robinson, Wendy L. Ms.",GRE,Green Party,572,,3
E05009386,E09000012,Hackney,Victoria,"Saunders, Winifred",CON,Conservative Party,278,,3
E05009386,E09000012,Hackney,Victoria,"Dewan, Shahi",CON,Conservative Party,269,,3
E05009386,E09000012,Hackney,Victoria,"Priest, Sheila Ms.",UKIP,UK Independence Party (UKIP),256,,3
E05009386,E09000012,Hackney,Victoria,"James, Heather L. Ms.",LD,Liberal Democrats,186,,3
E05009386,E09000012,Hackney,Victoria,"Gaskin, Ian F.",LD,Liberal Democrats,165,,3
E05009386,E09000012,Hackney,Victoria,"Begum, Rumi",CON,Conservative Party,151,,3
E05009386,E09000012,Hackney,Victoria,"Jacobson, Theodore",LD,Liberal Democrats,114,,3
E05009387,E09000012,Hackney,Woodberry Down,"Burke, Jon",LAB,Labour Party,1653,Yes,2
E05009387,E09000012,Hackney,Woodberry Down,"Selman, Caroline Ms.",LAB,Labour Party,1480,Yes,2
E05009387,E09000012,Hackney,Woodberry Down,"Goldstein, Efrayim",CON,Conservative Party,460,,2
E05009387,E09000012,Hackney,Woodberry Down,"Odze, Chaya",CON,Conservative Party,419,,2
E05009387,E09000012,Hackney,Woodberry Down,"Moss, Karen R. K. Ms.",GRE,Green Party,305,,2
E05009387,E09000012,Hackney,Woodberry Down,"Hughes, Anna Ms.",GRE,Green Party,281,,2
E05009387,E09000012,Hackney,Woodberry Down,"Coffer, Topsy",LD,Liberal Democrats,108,,2
E05009387,E09000012,Hackney,Woodberry Down,"Hornsby, Myall A.",LD,Liberal Democrats,78,,2
E05000250,E09000013,Hammersmith and Fulham,Addison,"Connell, Adam",LAB,Labour Party,1731,Yes,3
E05000250,E09000013,Hammersmith and Fulham,Addison,"Fennimore, Sue Ms.",LAB,Labour Party,1702,Yes,3
E05000250,E09000013,Hammersmith and Fulham,Addison,"Donovan, Belinda Ms.*",CON,Conservative Party,1609,Yes,3
E05000250,E09000013,Hammersmith and Fulham,Addison,"Cawley, Joe",CON,Conservative Party,1511,,3
